               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
236,1.5933,1.0305,1.1919,0.86272,0.68223,0.73855,0.46535,0,0,0,0.002245,0.002245,0.002245
237,1.6073,0.98371,1.2098,0.81588,0.67333,0.73155,0.45545,0,0,0,0.002212,0.002212,0.002212
238,1.6367,1.068,1.2217,0.72546,0.68758,0.70565,0.45351,0,0,0,0.002179,0.002179,0.002179
239,1.6798,1.0899,1.2136,0.7802,0.69714,0.73455,0.45812,0,0,0,0.002146,0.002146,0.002146
240,1.5936,0.98774,1.1986,0.75039,0.65013,0.69722,0.44777,0,0,0,0.002113,0.002113,0.002113
241,1.6183,0.97934,1.1843,0.67984,0.63365,0.68946,0.43516,0,0,0,0.00208,0.00208,0.00208
242,1.6055,0.99786,1.1812,0.80882,0.62413,0.69526,0.43442,0,0,0,0.002047,0.002047,0.002047
243,1.5377,0.93136,1.1746,0.74013,0.66222,0.70485,0.44349,0,0,0,0.002014,0.002014,0.002014
244,1.6036,0.9882,1.2173,0.64553,0.72254,0.72742,0.45535,0,0,0,0.001981,0.001981,0.001981
245,1.594,1.0477,1.1945,0.68339,0.70032,0.71693,0.45397,0,0,0,0.001948,0.001948,0.001948
246,1.5431,0.9561,1.2156,0.63542,0.67498,0.69208,0.44743,0,0,0,0.001915,0.001915,0.001915
247,1.5474,1.013,1.1732,0.64705,0.70422,0.72213,0.46901,0,0,0,0.001882,0.001882,0.001882
248,1.5344,0.93255,1.1603,0.72591,0.68372,0.73775,0.46143,0,0,0,0.001849,0.001849,0.001849
249,1.638,1.0209,1.2048,0.68785,0.67719,0.72046,0.44907,0,0,0,0.001816,0.001816,0.001816
250,1.5152,0.96423,1.1879,0.73832,0.66447,0.71979,0.45015,0,0,0,0.001783,0.001783,0.001783
251,1.6363,1.0316,1.2047,0.82108,0.65465,0.73241,0.45256,0,0,0,0.00175,0.00175,0.00175
252,1.6239,1.0575,1.2053,0.65358,0.69908,0.73621,0.45455,0,0,0,0.001717,0.001717,0.001717
253,1.5161,0.9778,1.1838,0.74848,0.66857,0.71653,0.45232,0,0,0,0.001684,0.001684,0.001684
254,1.5939,0.98038,1.1915,0.75989,0.64812,0.70007,0.43814,0,0,0,0.001651,0.001651,0.001651
255,1.6319,0.9486,1.2059,0.77484,0.67016,0.72531,0.46243,0,0,0,0.001618,0.001618,0.001618
256,1.5214,0.94457,1.1742,0.79359,0.67012,0.74744,0.47546,0,0,0,0.001585,0.001585,0.001585
257,1.5042,0.91266,1.1751,0.78134,0.66394,0.73437,0.46895,0,0,0,0.001552,0.001552,0.001552
258,1.5933,1.0179,1.2218,0.70218,0.69556,0.73043,0.46213,0,0,0,0.001519,0.001519,0.001519
259,1.5658,0.95103,1.2036,0.88127,0.64455,0.73213,0.46319,0,0,0,0.001486,0.001486,0.001486
260,1.4864,0.94113,1.1565,0.7376,0.68286,0.71902,0.45501,0,0,0,0.001453,0.001453,0.001453
261,1.5503,0.99716,1.1716,0.80632,0.64794,0.71627,0.45291,0,0,0,0.00142,0.00142,0.00142
262,1.5018,0.92874,1.1868,0.87299,0.65624,0.74436,0.45824,0,0,0,0.001387,0.001387,0.001387
263,1.5766,0.98585,1.1886,0.78004,0.66222,0.72586,0.44514,0,0,0,0.001354,0.001354,0.001354
264,1.4932,0.93668,1.1811,0.87906,0.63841,0.72259,0.4535,0,0,0,0.001321,0.001321,0.001321
265,1.6126,1.0022,1.2208,0.83814,0.6527,0.74345,0.46053,0,0,0,0.001288,0.001288,0.001288
266,1.5514,1,1.1982,0.93854,0.65666,0.75462,0.46598,0,0,0,0.001255,0.001255,0.001255
267,1.5214,0.9695,1.1688,0.87007,0.65746,0.73684,0.45776,0,0,0,0.001222,0.001222,0.001222
268,1.5091,0.96545,1.1721,0.87481,0.64317,0.72315,0.45563,0,0,0,0.001189,0.001189,0.001189
269,1.5359,0.93367,1.1798,0.91687,0.64794,0.72974,0.45489,0,0,0,0.001156,0.001156,0.001156
270,1.4942,0.88726,1.1818,0.92829,0.64439,0.73847,0.46057,0,0,0,0.001123,0.001123,0.001123
271,1.5675,0.99886,1.225,0.86605,0.64439,0.72959,0.45661,0,0,0,0.00109,0.00109,0.00109
272,1.4563,0.88128,1.1776,0.81129,0.66222,0.73293,0.45702,0,0,0,0.001057,0.001057,0.001057
273,1.513,0.9455,1.1741,0.83988,0.66381,0.7186,0.45633,0,0,0,0.001024,0.001024,0.001024
274,1.4758,0.90726,1.1983,0.80135,0.66698,0.71826,0.45671,0,0,0,0.000991,0.000991,0.000991
275,1.4732,0.91493,1.1646,0.88113,0.66335,0.72893,0.45988,0,0,0,0.000958,0.000958,0.000958
276,1.4881,0.92733,1.1733,0.83184,0.66222,0.7439,0.46241,0,0,0,0.000925,0.000925,0.000925
277,1.4421,0.92208,1.1564,0.94078,0.67016,0.76543,0.46973,0,0,0,0.000892,0.000892,0.000892
278,1.5265,0.95095,1.2021,0.8842,0.65429,0.73143,0.46466,0,0,0,0.000859,0.000859,0.000859
279,1.4584,0.8813,1.1607,0.71666,0.65568,0.70631,0.45317,0,0,0,0.000826,0.000826,0.000826
280,1.5283,0.97395,1.1647,0.79373,0.6692,0.73236,0.46358,0,0,0,0.000793,0.000793,0.000793
281,1.4834,0.91357,1.1681,0.84579,0.6654,0.73249,0.46578,0,0,0,0.00076,0.00076,0.00076
282,1.5171,0.97067,1.1888,0.80676,0.66103,0.72686,0.45957,0,0,0,0.000727,0.000727,0.000727
283,1.4544,0.92154,1.1521,0.86496,0.65851,0.72987,0.45716,0,0,0,0.000694,0.000694,0.000694
284,1.4897,0.92518,1.1917,0.96357,0.65756,0.75368,0.46748,0,0,0,0.000661,0.000661,0.000661
285,1.4556,0.89076,1.1567,0.91621,0.65429,0.75425,0.46923,0,0,0,0.000628,0.000628,0.000628
286,1.4478,0.88288,1.176,0.87178,0.65726,0.74964,0.47764,0,0,0,0.000595,0.000595,0.000595
287,1.4532,0.92863,1.1787,0.87369,0.67388,0.75538,0.47785,0,0,0,0.000562,0.000562,0.000562
288,1.4692,0.92006,1.1884,0.79225,0.66858,0.75391,0.47202,0,0,0,0.000529,0.000529,0.000529
289,1.3943,0.88202,1.1604,0.87117,0.67146,0.73863,0.46052,0,0,0,0.000496,0.000496,0.000496
290,1.4195,0.89364,1.1536,0.81408,0.67175,0.72873,0.45843,0,0,0,0.000463,0.000463,0.000463
291,1.4858,0.88429,1.1783,0.91753,0.66381,0.73659,0.46328,0,0,0,0.00043,0.00043,0.00043
292,1.4253,0.83837,1.1727,0.92853,0.66323,0.75171,0.47144,0,0,0,0.000397,0.000397,0.000397
293,1.479,0.9619,1.1999,0.91825,0.67175,0.7482,0.46733,0,0,0,0.000364,0.000364,0.000364
294,1.4678,0.8998,1.1848,0.89015,0.66868,0.75089,0.47341,0,0,0,0.000331,0.000331,0.000331
295,1.4319,0.84643,1.1754,0.85537,0.66987,0.7593,0.47217,0,0,0,0.000298,0.000298,0.000298
296,1.3952,0.84088,1.1459,0.81831,0.67973,0.75982,0.47082,0,0,0,0.000265,0.000265,0.000265
297,1.4327,0.87848,1.1593,0.77964,0.67175,0.74869,0.47194,0,0,0,0.000232,0.000232,0.000232
298,1.4468,0.85132,1.1669,0.81505,0.65905,0.73692,0.46957,0,0,0,0.000199,0.000199,0.000199
299,1.4745,0.92455,1.18,0.74848,0.67651,0.73139,0.46651,0,0,0,0.000166,0.000166,0.000166
