               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
233,1.4908,0.93777,1.1448,0.63649,0.47476,0.50063,0.31527,0,0,0,0.002344,0.002344,0.002344
234,1.5024,0.94753,1.1468,0.63714,0.47481,0.50086,0.31527,0,0,0,0.002311,0.002311,0.002311
235,1.4933,0.93962,1.1459,0.63597,0.47532,0.50101,0.31536,0,0,0,0.002278,0.002278,0.002278
236,1.4954,0.93456,1.1421,0.63653,0.47553,0.50107,0.31546,0,0,0,0.002245,0.002245,0.002245
237,1.4836,0.92842,1.1458,0.63531,0.47625,0.50115,0.31562,0,0,0,0.002212,0.002212,0.002212
238,1.491,0.93554,1.1518,0.63515,0.47636,0.50135,0.31567,0,0,0,0.002179,0.002179,0.002179
239,1.4871,0.92994,1.145,0.63495,0.47635,0.50148,0.31572,0,0,0,0.002146,0.002146,0.002146
240,1.4773,0.92554,1.1464,0.63764,0.47521,0.50151,0.31584,0,0,0,0.002113,0.002113,0.002113
241,1.4927,0.93447,1.1455,0.63923,0.47427,0.50157,0.3159,0,0,0,0.00208,0.00208,0.00208
242,1.4907,0.93398,1.1484,0.63692,0.47593,0.50169,0.31594,0,0,0,0.002047,0.002047,0.002047
243,1.4821,0.9237,1.1451,0.63848,0.47507,0.50175,0.31598,0,0,0,0.002014,0.002014,0.002014
244,1.4846,0.92465,1.142,0.63958,0.47422,0.50177,0.31597,0,0,0,0.001981,0.001981,0.001981
245,1.4732,0.91627,1.1428,0.63978,0.47417,0.50193,0.31611,0,0,0,0.001948,0.001948,0.001948
246,1.4855,0.92014,1.1435,0.64024,0.47427,0.50212,0.31612,0,0,0,0.001915,0.001915,0.001915
247,1.4812,0.92151,1.1415,0.63936,0.47512,0.50221,0.31624,0,0,0,0.001882,0.001882,0.001882
248,1.4805,0.91953,1.1411,0.6393,0.47529,0.50218,0.31626,0,0,0,0.001849,0.001849,0.001849
249,1.4778,0.92165,1.1446,0.63947,0.47535,0.5023,0.31626,0,0,0,0.001816,0.001816,0.001816
250,1.4848,0.92096,1.1452,0.63868,0.47568,0.50226,0.3164,0,0,0,0.001783,0.001783,0.001783
251,1.4781,0.91339,1.1422,0.63894,0.47589,0.50243,0.31646,0,0,0,0.00175,0.00175,0.00175
252,1.476,0.91339,1.1379,0.63947,0.47636,0.50258,0.31657,0,0,0,0.001717,0.001717,0.001717
253,1.4698,0.91023,1.1431,0.6395,0.4764,0.50257,0.31656,0,0,0,0.001684,0.001684,0.001684
254,1.4698,0.91181,1.1403,0.64,0.47667,0.50268,0.31655,0,0,0,0.001651,0.001651,0.001651
255,1.4702,0.913,1.143,0.64032,0.47675,0.50287,0.31664,0,0,0,0.001618,0.001618,0.001618
256,1.4741,0.90883,1.1435,0.63878,0.47735,0.50271,0.31665,0,0,0,0.001585,0.001585,0.001585
257,1.4668,0.90801,1.1385,0.63757,0.47791,0.50307,0.31682,0,0,0,0.001552,0.001552,0.001552
258,1.4647,0.90569,1.1385,0.63749,0.47777,0.50312,0.31687,0,0,0,0.001519,0.001519,0.001519
259,1.4622,0.90178,1.1374,0.63615,0.47821,0.50319,0.31695,0,0,0,0.001486,0.001486,0.001486
260,1.4655,0.90412,1.1399,0.63656,0.47828,0.50344,0.31703,0,0,0,0.001453,0.001453,0.001453
261,1.4613,0.89862,1.1364,0.6367,0.47827,0.50357,0.31709,0,0,0,0.00142,0.00142,0.00142
262,1.4694,0.90207,1.1401,0.63606,0.47903,0.50368,0.31715,0,0,0,0.001387,0.001387,0.001387
263,1.4562,0.89216,1.1333,0.63505,0.47954,0.5037,0.31726,0,0,0,0.001354,0.001354,0.001354
264,1.4521,0.89369,1.1378,0.63523,0.4797,0.50369,0.31725,0,0,0,0.001321,0.001321,0.001321
265,1.4606,0.89568,1.1385,0.63414,0.48036,0.50404,0.31731,0,0,0,0.001288,0.001288,0.001288
266,1.4615,0.89988,1.1378,0.63466,0.48066,0.50405,0.31738,0,0,0,0.001255,0.001255,0.001255
267,1.4568,0.89608,1.1351,0.6351,0.48064,0.50418,0.31736,0,0,0,0.001222,0.001222,0.001222
268,1.4575,0.89397,1.1388,0.63419,0.48164,0.50426,0.3174,0,0,0,0.001189,0.001189,0.001189
269,1.4629,0.89339,1.1368,0.63542,0.48074,0.50436,0.31744,0,0,0,0.001156,0.001156,0.001156
270,1.4537,0.88964,1.1373,0.63491,0.4818,0.50461,0.31747,0,0,0,0.001123,0.001123,0.001123
271,1.4484,0.88736,1.1341,0.63507,0.4817,0.50465,0.31756,0,0,0,0.00109,0.00109,0.00109
272,1.4574,0.89047,1.1395,0.63528,0.48186,0.5047,0.31756,0,0,0,0.001057,0.001057,0.001057
273,1.4607,0.89225,1.141,0.63509,0.48158,0.50468,0.31748,0,0,0,0.001024,0.001024,0.001024
274,1.4407,0.87517,1.1316,0.63533,0.48161,0.50458,0.31746,0,0,0,0.000991,0.000991,0.000991
275,1.4454,0.87845,1.1377,0.63566,0.48169,0.50454,0.31745,0,0,0,0.000958,0.000958,0.000958
276,1.4515,0.88379,1.1347,0.63591,0.48157,0.50479,0.31752,0,0,0,0.000925,0.000925,0.000925
277,1.4466,0.87957,1.136,0.63561,0.48272,0.50535,0.31769,0,0,0,0.000892,0.000892,0.000892
278,1.4387,0.87633,1.1352,0.63552,0.48269,0.50538,0.31775,0,0,0,0.000859,0.000859,0.000859
279,1.4391,0.87763,1.1361,0.63541,0.4835,0.50538,0.31792,0,0,0,0.000826,0.000826,0.000826
280,1.4451,0.88218,1.1355,0.63537,0.48339,0.50537,0.31802,0,0,0,0.000793,0.000793,0.000793
281,1.4493,0.877,1.1348,0.63572,0.48346,0.50541,0.3181,0,0,0,0.00076,0.00076,0.00076
282,1.4461,0.8773,1.133,0.63563,0.4833,0.50541,0.31811,0,0,0,0.000727,0.000727,0.000727
283,1.4397,0.87023,1.1318,0.63416,0.48338,0.50532,0.3182,0,0,0,0.000694,0.000694,0.000694
284,1.4363,0.87249,1.1337,0.63416,0.48356,0.50536,0.31823,0,0,0,0.000661,0.000661,0.000661
285,1.4408,0.87106,1.1314,0.63374,0.48455,0.50553,0.31822,0,0,0,0.000628,0.000628,0.000628
286,1.4377,0.873,1.1338,0.63446,0.48351,0.50542,0.31833,0,0,0,0.000595,0.000595,0.000595
287,1.4364,0.87348,1.1347,0.63424,0.48344,0.50548,0.31837,0,0,0,0.000562,0.000562,0.000562
288,1.4351,0.86545,1.1327,0.63464,0.48337,0.50555,0.31842,0,0,0,0.000529,0.000529,0.000529
289,1.4277,0.86047,1.1295,0.63447,0.48293,0.50551,0.31819,0,0,0,0.000496,0.000496,0.000496
290,1.4308,0.8656,1.1311,0.63533,0.482,0.50552,0.31816,0,0,0,0.000463,0.000463,0.000463
291,1.4285,0.86049,1.1305,0.63537,0.48209,0.50566,0.31829,0,0,0,0.00043,0.00043,0.00043
292,1.4304,0.86412,1.1351,0.63574,0.48236,0.50582,0.31835,0,0,0,0.000397,0.000397,0.000397
293,1.4254,0.85902,1.1294,0.63714,0.48147,0.50594,0.31837,0,0,0,0.000364,0.000364,0.000364
294,1.424,0.8514,1.1284,0.63735,0.48131,0.5063,0.31842,0,0,0,0.000331,0.000331,0.000331
295,1.4291,0.85687,1.1294,0.63818,0.48189,0.50638,0.31846,0,0,0,0.000298,0.000298,0.000298
296,1.4319,0.86215,1.1307,0.63701,0.48235,0.50646,0.31846,0,0,0,0.000265,0.000265,0.000265
297,1.4323,0.85844,1.1325,0.63736,0.48231,0.50654,0.31846,0,0,0,0.000232,0.000232,0.000232
298,1.4332,0.86504,1.1342,0.63728,0.48224,0.50653,0.31852,0,0,0,0.000199,0.000199,0.000199
299,1.4211,0.85329,1.1309,0.638,0.48265,0.50658,0.31863,0,0,0,0.000166,0.000166,0.000166
